scenario,seed,policy,in_contract,max_T_C,breach_steps,interval_misses,invalid_steps,effort_fraction,clipped_steps,missing_steps
no_delay,2000,fixed_cap,True,78.29723325635678,0,0,0,0.6792452830188792,0,0
no_delay,2000,threshold,True,93.28126353035324,0,0,0,0.8377987421383606,0,0
no_delay,2000,nominal_queue,True,112.25658601871713,261,0,0,0.9999999999999957,530,0
no_delay,2000,interval_no_queue,True,98.19526370225985,0,0,0,0.937547169811318,401,0
no_delay,2000,interval_queue,True,98.19526370225985,0,0,0,0.937547169811318,401,0
no_delay,2001,fixed_cap,True,80.96608620332546,0,0,0,0.6792452830188792,0,0
no_delay,2001,threshold,True,93.148564500577,0,0,0,0.9333962264150901,0,0
no_delay,2001,nominal_queue,True,99.82606631437282,0,0,0,0.9999999999999957,231,0
no_delay,2001,interval_no_queue,True,96.20330579412683,0,0,0,0.9865408805031405,180,0
no_delay,2001,interval_queue,True,96.20330579412683,0,0,0,0.9865408805031405,180,0
no_delay,2002,fixed_cap,True,73.85825742129386,0,0,0,0.6792452830188792,0,0
no_delay,2002,threshold,True,93.43421438693167,0,0,0,0.7935220125786123,0,0
no_delay,2002,nominal_queue,True,119.01553860327945,385,0,0,0.9999999999999957,638,0
no_delay,2002,interval_no_queue,True,98.60427196250248,0,0,0,0.9081761006289281,418,0
no_delay,2002,interval_queue,True,98.60427196250248,0,0,0,0.9081761006289281,418,0
no_delay,2003,fixed_cap,True,83.45624851130674,0,0,0,0.6792452830188792,0,0
no_delay,2003,threshold,True,92.74383978066021,0,0,0,0.9924528301886749,0,0
no_delay,2003,nominal_queue,True,92.94929249197222,0,0,0,0.9999999999999957,0,0
no_delay,2003,interval_no_queue,True,92.94929249197222,0,0,0,0.9999999999999957,0,0
no_delay,2003,interval_queue,True,92.94929249197222,0,0,0,0.9999999999999957,0,0
no_delay,2004,fixed_cap,True,73.82413134447262,0,0,0,0.6792452830188792,0,0
no_delay,2004,threshold,True,93.42328056665545,0,0,0,0.8452830188679202,0,0
no_delay,2004,nominal_queue,True,112.31691188380758,258,0,0,0.9999999999999957,518,0
no_delay,2004,interval_no_queue,True,98.1145544119828,0,0,0,0.9365408805031413,376,0
no_delay,2004,interval_queue,True,98.1145544119828,0,0,0,0.9365408805031413,376,0
no_delay,2005,fixed_cap,True,74.68981943781071,0,0,0,0.6792452830188792,0,0
no_delay,2005,threshold,True,80.4004500105761,0,0,0,0.9999999999999957,0,0
no_delay,2005,nominal_queue,True,80.4004500105761,0,0,0,0.9999999999999957,0,0
no_delay,2005,interval_no_queue,True,80.4004500105761,0,0,0,0.9999999999999957,0,0
no_delay,2005,interval_queue,True,80.4004500105761,0,0,0,0.9999999999999957,0,0
no_delay,2006,fixed_cap,True,67.1096486552608,0,0,0,0.6792452830188792,0,0
no_delay,2006,threshold,True,85.74353711701497,0,0,0,0.9999999999999957,0,0
no_delay,2006,nominal_queue,True,85.74353711701497,0,0,0,0.9999999999999957,0,0
no_delay,2006,interval_no_queue,True,85.74353711701497,0,0,0,0.9999999999999957,0,0
no_delay,2006,interval_queue,True,85.74353711701497,0,0,0,0.9999999999999957,0,0
no_delay,2007,fixed_cap,True,74.04445921775529,0,0,0,0.6792452830188792,0,0
no_delay,2007,threshold,True,88.07017691043157,0,0,0,0.9999999999999957,0,0
no_delay,2007,nominal_queue,True,88.07017691043157,0,0,0,0.9999999999999957,0,0
no_delay,2007,interval_no_queue,True,88.07017691043157,0,0,0,0.9999999999999957,0,0
no_delay,2007,interval_queue,True,88.07017691043157,0,0,0,0.9999999999999957,0,0
no_delay,2008,fixed_cap,True,81.1459530020096,0,0,0,0.6792452830188792,0,0
no_delay,2008,threshold,True,93.48299705392562,0,0,0,0.6389937106918198,0,0
no_delay,2008,nominal_queue,True,143.96750186107766,775,0,0,0.9999999999999957,866,0
no_delay,2008,interval_no_queue,True,100.64988294461882,0,0,0,0.8177358490566023,563,0
no_delay,2008,interval_queue,True,100.64988294461882,0,0,0,0.8177358490566023,563,0
no_delay,2009,fixed_cap,True,68.02900754054589,0,0,0,0.6792452830188792,0,0
no_delay,2009,threshold,True,92.98827062948129,0,0,0,0.9413836477987378,0,0
no_delay,2009,nominal_queue,True,98.86216449102024,0,0,0,0.9999999999999957,201,0
no_delay,2009,interval_no_queue,True,96.11931236491297,0,0,0,0.9909433962264109,147,0
no_delay,2009,interval_queue,True,96.11931236491297,0,0,0,0.9909433962264109,147,0
no_delay,2010,fixed_cap,True,81.9726188209229,0,0,0,0.6792452830188792,0,0
no_delay,2010,threshold,True,81.9726188209229,0,0,0,0.9999999999999957,0,0
no_delay,2010,nominal_queue,True,81.9726188209229,0,0,0,0.9999999999999957,0,0
no_delay,2010,interval_no_queue,True,81.9726188209229,0,0,0,0.9999999999999957,0,0
no_delay,2010,interval_queue,True,81.9726188209229,0,0,0,0.9999999999999957,0,0
no_delay,2011,fixed_cap,True,71.29319107910769,0,0,0,0.6792452830188792,0,0
no_delay,2011,threshold,True,93.40621918122729,0,0,0,0.8106918238993669,0,0
no_delay,2011,nominal_queue,True,116.57802893542848,336,0,0,0.9999999999999957,581,0
no_delay,2011,interval_no_queue,True,98.78205091823156,0,0,0,0.9232704402515696,414,0
no_delay,2011,interval_queue,True,98.78205091823156,0,0,0,0.9232704402515696,414,0
