scenario,seed,policy,k,true_T_C,reading_C,requested,accepted,applied,acknowledged,decision_id,cumulative_effort,lo_C,hi_C,valid,reason,predicted_peak_C,pending_json,next_T_C,interval_miss,breach
delay_20,4000,interval_queue,333,79.47674346181105,79.74613706756476,1.0,1.0,1.0,1.0,334,272.0000000000007,79.44613706756476,80.04613706756476,1,,94.32902520860009,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",79.61377116034842,0,0
delay_20,4000,interval_queue,334,79.61377116034842,79.55745576825498,1.0,1.0,1.0,1.0,335,273.0000000000007,79.25745576825499,79.85745576825498,1,,94.15919554321658,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",79.74527468753809,0,0
delay_20,4000,interval_queue,335,79.74527468753809,79.8372607900866,1.0,1.0,1.0,1.0,336,274.0000000000007,79.5372607900866,80.1372607900866,1,,94.41104452562301,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",79.89450755591349,0,0
delay_20,4000,interval_queue,336,79.89450755591349,79.98928014495765,1.0,1.0,1.0,1.0,337,275.0000000000007,79.68928014495765,80.28928014495764,1,,94.54787523573584,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.02283184218112,0,0
delay_20,4000,interval_queue,337,80.02283184218112,79.77680213369604,1.0,1.0,1.0,1.0,338,276.0000000000007,79.47680213369604,80.07680213369603,1,,94.35662644909975,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.17216849930136,0,0
delay_20,4000,interval_queue,338,80.17216849930136,80.2651427662937,1.0,1.0,1.0,1.0,339,277.0000000000007,79.96514276629371,80.5651427662937,1,,94.7961757130206,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.31326100308654,0,0
delay_20,4000,interval_queue,339,80.31326100308654,80.50726710581408,1.0,1.0,1.0,1.0,340,278.0000000000007,80.20726710581408,80.80726710581408,1,,95.01410878700501,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.43078428401789,0,0
delay_20,4000,interval_queue,340,80.43078428401789,80.39225722995155,1.0,1.0,1.0,1.0,341,279.0000000000007,80.09225722995156,80.69225722995155,1,,94.91058984365989,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.5528031007311,0,0
delay_20,4000,interval_queue,341,80.5528031007311,80.54523050880702,1.0,1.0,1.0,1.0,342,280.0000000000007,80.24523050880703,80.84523050880702,1,,95.04827916875824,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.70421784739,0,0
delay_20,4000,interval_queue,342,80.70421784739,80.58046352360785,1.0,1.0,1.0,1.0,343,281.0000000000007,80.28046352360785,80.88046352360784,1,,95.07999196242653,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.85074400888,0,0
delay_20,4000,interval_queue,343,80.85074400888,81.06643717394792,1.0,1.0,1.0,1.0,344,282.0000000000007,80.76643717394792,81.36643717394792,1,,95.51741073537528,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",80.98077019081433,0,0
delay_20,4000,interval_queue,344,80.98077019081433,80.80543465582178,1.0,1.0,1.0,1.0,345,283.0000000000007,80.50543465582179,81.10543465582178,1,,95.28248565016669,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.12391915694492,0,0
delay_20,4000,interval_queue,345,81.12391915694492,81.29828613250004,1.0,1.0,1.0,1.0,346,284.0000000000007,80.99828613250004,81.59828613250004,1,,95.72609506813357,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.26900885056222,0,0
delay_20,4000,interval_queue,346,81.26900885056222,81.09562411203464,1.0,1.0,1.0,1.0,347,285.0000000000007,80.79562411203464,81.39562411203464,1,,95.54368153140528,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.39816122658749,0,0
delay_20,4000,interval_queue,347,81.39816122658749,81.69501028402625,1.0,1.0,1.0,1.0,348,286.0000000000007,81.39501028402626,81.99501028402625,1,,96.08318148925598,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.5052260945738,0,0
delay_20,4000,interval_queue,348,81.5052260945738,81.2091549599748,1.0,1.0,1.0,1.0,349,287.0000000000007,81.09908512976585,81.5091549599748,1,,95.64586922031201,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.64031089617629,0,0
delay_20,4000,interval_queue,349,81.64031089617629,81.81149187677016,1.0,1.0,1.0,1.0,350,288.0000000000007,81.51149187677017,82.11149187677016,1,,96.18802510646344,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.75835562559104,0,0
delay_20,4000,interval_queue,350,81.75835562559104,81.69337207029801,1.0,1.0,1.0,1.0,351,289.0000000000007,81.39337207029801,81.99337207029801,1,,96.08170695367502,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.85787136171649,0,0
delay_20,4000,interval_queue,351,81.85787136171649,81.99965456243103,1.0,1.0,1.0,1.0,352,290.0000000000007,81.69965456243104,82.29965456243103,1,,96.35738797422168,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",81.95586923030356,0,0
delay_20,4000,interval_queue,352,81.95586923030356,82.0181966190957,1.0,1.0,1.0,1.0,353,291.0000000000007,81.7181966190957,82.3181966190957,1,,96.37407744631244,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.06023627150178,0,0
delay_20,4000,interval_queue,353,82.06023627150178,82.3141272561931,1.0,1.0,1.0,1.0,354,292.0000000000007,82.0141272561931,82.6141272561931,1,,96.64044089228632,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.1850149365996,0,0
delay_20,4000,interval_queue,354,82.1850149365996,82.13932804254881,1.0,1.0,1.0,1.0,355,293.0000000000007,81.83932804254881,82.43932804254881,1,,96.48310631768297,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.31526674442613,0,0
delay_20,4000,interval_queue,355,82.31526674442613,82.51904976983862,1.0,1.0,1.0,1.0,356,294.0000000000007,82.21904976983862,82.81904976983861,1,,96.82488907050683,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.41457015415621,0,0
delay_20,4000,interval_queue,356,82.41457015415621,82.15627583849846,1.0,1.0,1.0,1.0,357,295.0000000000007,81.91076402329104,82.45627583849846,1,,96.49836081574742,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.50953603340598,0,0
delay_20,4000,interval_queue,357,82.50953603340598,82.2955758500231,1.0,1.0,1.0,1.0,358,296.0000000000007,81.9955758500231,82.5955758500231,1,,96.62374300482335,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.62693186584451,0,0
delay_20,4000,interval_queue,358,82.62693186584451,82.4054510548755,1.0,1.0,1.0,1.0,359,297.0000000000007,82.1054510548755,82.7054510548755,1,,96.72264029534601,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.75300129175504,0,0
delay_20,4000,interval_queue,359,82.75300129175504,82.4838829523508,1.0,1.0,1.0,1.0,360,298.0000000000007,82.1838829523508,82.7838829523508,1,,96.79323586020773,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.88015103919876,0,0
delay_20,4000,interval_queue,360,82.88015103919876,82.65291327438362,1.0,1.0,1.0,1.0,361,299.0000000000007,82.35291327438362,82.95291327438362,1,,96.94537792799885,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",82.98239323163654,0,0
delay_20,4000,interval_queue,361,82.98239323163654,82.77291386210737,1.0,1.0,1.0,1.0,362,300.0000000000007,82.47291386210738,83.07291386210737,1,,97.05338894834641,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.07473422790113,0,0
delay_20,4000,interval_queue,362,83.07473422790113,83.29126222247652,1.0,1.0,1.0,1.0,363,301.0000000000007,82.99126222247652,83.59126222247652,1,,97.51994779077339,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.17639474780415,0,0
delay_20,4000,interval_queue,363,83.17639474780415,83.36003501501905,1.0,1.0,1.0,1.0,364,302.0000000000007,83.06003501501905,83.66003501501905,1,,97.58184931672068,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.26261331203699,0,0
delay_20,4000,interval_queue,364,83.26261331203699,83.41489956591552,1.0,1.0,1.0,1.0,365,303.0000000000007,83.11489956591552,83.71489956591552,1,,97.63123220921845,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.37377401645807,0,0
delay_20,4000,interval_queue,365,83.37377401645807,83.2874506759023,1.0,1.0,1.0,1.0,366,304.0000000000007,82.98745067590231,83.5874506759023,1,,97.51651706562117,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.4555533523065,0,0
delay_20,4000,interval_queue,366,83.4555533523065,83.35809556107193,1.0,1.0,1.0,1.0,367,305.0000000000007,83.05809556107194,83.65809556107193,1,,97.58010363860592,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.54140655803324,0,0
delay_20,4000,interval_queue,367,83.54140655803324,83.27699070907629,1.0,1.0,1.0,1.0,368,306.0000000000007,82.97699070907629,83.57699070907628,1,,97.5071021809851,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.64988671493738,0,0
delay_20,4000,interval_queue,368,83.64988671493738,83.50559228948346,1.0,1.0,1.0,1.0,369,307.0000000000007,83.20559228948346,83.80559228948346,1,,97.71286358950155,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.76676084630063,0,0
delay_20,4000,interval_queue,369,83.76676084630063,83.61929701657849,1.0,1.0,1.0,1.0,370,308.0000000000007,83.31929701657849,83.91929701657848,1,,97.81520778484955,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.88030467138942,0,0
delay_20,4000,interval_queue,370,83.88030467138942,83.59187629042401,1.0,1.0,1.0,1.0,371,309.0000000000007,83.29187629042401,83.89187629042401,1,,97.79052673397476,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",83.98267241453152,0,0
delay_20,4000,interval_queue,371,83.98267241453152,84.01631043917624,1.0,1.0,1.0,1.0,372,310.0000000000007,83.71631043917624,84.31631043917623,1,,98.17255457522674,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.06565361146005,0,0
delay_20,4000,interval_queue,372,84.06565361146005,83.8145242329788,1.0,1.0,1.0,1.0,373,311.0000000000007,83.5145242329788,84.1145242329788,1,,97.99092934791017,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.15458930551378,0,0
delay_20,4000,interval_queue,373,84.15458930551378,84.09165583373884,1.0,1.0,1.0,1.0,374,312.0000000000007,83.79165583373884,84.39165583373884,1,,98.2403720176207,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.2333163944321,0,0
delay_20,4000,interval_queue,374,84.2333163944321,84.4325522962332,1.0,1.0,1.0,1.0,375,313.0000000000007,84.1325522962332,84.7325522962332,1,,98.54720863771831,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.32666007902858,0,0
delay_20,4000,interval_queue,375,84.32666007902858,84.48947990941438,1.0,1.0,1.0,1.0,376,314.0000000000007,84.18947990941439,84.78947990941438,1,,98.59844846664156,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.40428141438474,0,0
delay_20,4000,interval_queue,376,84.40428141438474,84.37767732366979,1.0,1.0,1.0,1.0,377,315.0000000000007,84.07767732366979,84.67767732366978,1,,98.49781636480911,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.49826337638285,0,0
delay_20,4000,interval_queue,377,84.49826337638285,84.78181439698373,1.0,1.0,1.0,1.0,378,316.0000000000007,84.48181439698374,85.08181439698373,1,,98.86157506363648,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.5987888912347,0,0
delay_20,4000,interval_queue,378,84.5987888912347,84.7114191551283,1.0,1.0,1.0,1.0,379,317.0000000000007,84.4114191551283,85.0114191551283,1,,98.79821319146029,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.68850549435575,0,0
delay_20,4000,interval_queue,379,84.68850549435575,84.52191930980261,1.0,1.0,1.0,1.0,380,318.0000000000007,84.22191930980262,84.82191930980261,1,,98.62764676309875,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.76941440632153,0,0
delay_20,4000,interval_queue,380,84.76941440632153,84.68672993905685,1.0,1.0,1.0,1.0,381,319.0000000000007,84.38672993905685,84.98672993905684,1,,98.77599073847036,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.8686568260658,0,0
delay_20,4000,interval_queue,381,84.8686568260658,84.61220754158076,1.0,1.0,1.0,1.0,382,320.0000000000007,84.31220754158076,84.91220754158076,1,,98.70891406540716,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",84.95670627119509,0,0
delay_20,4000,interval_queue,382,84.95670627119509,85.04022360596672,1.0,1.0,1.0,1.0,383,321.0000000000007,84.74022360596672,85.34022360596671,1,,99.09416594388875,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.03808300682417,0,0
delay_20,4000,interval_queue,383,85.03808300682417,85.18360639204647,1.0,1.0,1.0,1.0,384,322.0000000000007,84.88360639204647,85.48360639204647,1,,99.22322298701256,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.11707330424929,0,0
delay_20,4000,interval_queue,384,85.11707330424929,85.12197157349962,1.0,1.0,1.0,1.0,385,323.0000000000007,84.82197157349962,85.42197157349962,1,,99.16774626171929,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.20619302554988,0,0
delay_20,4000,interval_queue,385,85.20619302554988,84.98238315274351,1.0,1.0,1.0,1.0,386,324.0000000000007,84.68238315274351,85.2823831527435,1,,99.04210447912004,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.2956101666307,0,0
delay_20,4000,interval_queue,386,85.2956101666307,85.47369874003813,1.0,1.0,1.0,1.0,387,325.0000000000007,85.17369874003813,85.77369874003813,1,,99.48433146236209,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.3951213129813,0,0
delay_20,4000,interval_queue,387,85.3951213129813,85.4132815226145,1.0,1.0,1.0,1.0,388,326.0000000000007,85.1132815226145,85.7132815226145,1,,99.42995068453197,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.46829707649644,0,0
delay_20,4000,interval_queue,388,85.46829707649644,85.66208790620533,1.0,1.0,1.0,1.0,389,327.0000000000007,85.36208790620533,85.96208790620533,1,,99.6538981823767,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.53482172945334,0,0
delay_20,4000,interval_queue,389,85.53482172945334,85.64059603596417,1.0,1.0,1.0,1.0,390,328.0000000000007,85.34059603596417,85.94059603596416,1,,99.63455362017115,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.63058205028088,0,0
delay_20,4000,interval_queue,390,85.63058205028088,85.46265822835616,1.0,1.0,1.0,1.0,391,329.0000000000007,85.16265822835616,85.76265822835616,1,,99.47439403659986,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.7131987095758,0,0
delay_20,4000,interval_queue,391,85.7131987095758,85.67712913030488,1.0,1.0,1.0,1.0,392,330.0000000000007,85.37712913030488,85.97712913030487,1,,99.66743659908855,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.76877943186031,0,0
delay_20,4000,interval_queue,392,85.76877943186031,85.88690813656665,1.0,1.0,1.0,1.0,393,331.0000000000007,85.58690813656665,86.18690813656664,1,,99.85625604525652,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.8383348555453,0,0
delay_20,4000,interval_queue,393,85.8383348555453,86.05059023988579,1.0,1.0,1.0,1.0,394,332.0000000000007,85.7505902398858,86.35059023988579,1,,100.0035842486219,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",85.91893553116677,0,0
delay_20,4000,interval_queue,394,85.91893553116677,86.11168900247512,1.0,1.0,1.0,1.0,395,333.0000000000007,85.81168900247512,86.41168900247511,1,,100.0585784766872,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.00398504638201,0,0
delay_20,4000,interval_queue,395,86.00398504638201,85.92634677720406,1.0,1.0,1.0,1.0,396,334.0000000000007,85.62634677720406,86.22634677720406,1,,99.89175426986664,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.06634088151836,0,0
delay_20,4000,interval_queue,396,86.06634088151836,86.23107543586768,1.0,1.0,1.0,1.0,397,335.0000000000007,85.93107543586768,86.53107543586768,1,,100.16603670444245,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.1249040836048,0,0
delay_20,4000,interval_queue,397,86.1249040836048,86.12134062554405,1.0,1.0,1.0,1.0,398,336.0000000000007,85.82134062554405,86.42134062554405,1,,100.0672657812701,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.19934628105464,0,0
delay_20,4000,interval_queue,398,86.19934628105464,86.22679084669649,1.0,1.0,1.0,1.0,399,337.0000000000007,85.92679084669649,86.52679084669649,1,,100.16218019959585,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.26928373529981,0,0
delay_20,4000,interval_queue,399,86.26928373529981,86.38721200292537,1.0,1.0,1.0,1.0,400,338.0000000000007,86.08721200292537,86.68721200292536,1,,100.30657326548236,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.35139307531219,0,0
delay_20,4000,interval_queue,400,86.35139307531219,86.62365311707475,1.0,1.0,1.0,1.0,401,339.0000000000007,86.32365311707476,86.92365311707475,1,,100.51939093976057,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.40067398538719,0,0
delay_20,4000,interval_queue,401,86.40067398538719,86.20285249868625,1.0,1.0,1.0,1.0,402,340.0000000000007,85.95379832031864,86.50285249868625,1,,100.14063359350777,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.47309744216851,0,0
delay_20,4000,interval_queue,402,86.47309744216851,86.7284758255805,1.0,1.0,1.0,1.0,403,341.0000000000007,86.4284758255805,87.0284758255805,1,,100.6137405418422,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.53458165356469,0,0
delay_20,4000,interval_queue,403,86.53458165356469,86.5210280936206,1.0,1.0,1.0,1.0,404,342.0000000000007,86.2210280936206,86.8210280936206,1,,100.42701944636428,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.61232872411729,0,0
delay_20,4000,interval_queue,404,86.61232872411729,86.85825734025762,1.0,1.0,1.0,1.0,405,343.0000000000007,86.55825734025763,87.15825734025762,1,,100.73055525157343,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.66100655988956,0,0
delay_20,4000,interval_queue,405,86.66100655988956,86.72560714358903,1.0,1.0,1.0,1.0,406,344.0000000000007,86.42560714358903,87.02560714358903,1,,100.61115847724712,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.72741785181995,0,0
delay_20,4000,interval_queue,406,86.72741785181995,86.58359636514439,1.0,1.0,1.0,1.0,407,345.0000000000007,86.28359636514439,86.88359636514438,1,,100.48333636094661,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.78013039039588,0,0
delay_20,4000,interval_queue,407,86.78013039039588,87.02570557698951,1.0,1.0,1.0,1.0,408,346.0000000000007,86.72570557698951,87.3257055769895,1,,100.88127330427535,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.83158360899003,0,0
delay_20,4000,interval_queue,408,86.83158360899003,87.06842223163835,1.0,1.0,1.0,1.0,409,347.0000000000007,86.76842223163835,87.36842223163835,1,,100.91972202808556,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.90176550165052,0,0
delay_20,4000,interval_queue,409,86.90176550165052,86.86199120328072,1.0,1.0,1.0,1.0,410,348.0000000000007,86.56199120328073,87.16199120328072,1,,100.73391605473795,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]",86.94445467364706,0,0
