scenario,seed,policy,in_contract,max_T_C,breach_steps,interval_misses,invalid_steps,effort_fraction,clipped_steps,missing_steps
queue_mismatch,3000,fixed_cap,False,70.21362235780565,0,85,399,0.402767295597484,0,0
queue_mismatch,3000,threshold,False,94.28198224216572,0,44,394,0.5431446540880508,0,0
queue_mismatch,3000,nominal_queue,False,102.36331414552816,0,0,0,1.004465408805028,313,0
queue_mismatch,3000,interval_no_queue,False,97.04268600079577,0,0,503,0.47792452830188764,27,0
queue_mismatch,3000,interval_queue,False,96.38896687414378,0,20,380,0.5825157232704409,41,0
queue_mismatch,3001,fixed_cap,False,82.60276728448898,0,55,396,0.402767295597484,0,0
queue_mismatch,3001,threshold,False,85.58186902264126,0,0,0,1.004465408805028,0,0
queue_mismatch,3001,nominal_queue,False,85.58186902264126,0,0,0,1.004465408805028,0,0
queue_mismatch,3001,interval_no_queue,False,85.58186902264126,0,0,0,1.004465408805028,0,0
queue_mismatch,3001,interval_queue,False,85.58186902264126,0,0,0,1.004465408805028,0,0
queue_mismatch,3002,fixed_cap,False,67.12384380763885,0,57,397,0.402767295597484,0,0
queue_mismatch,3002,threshold,False,87.13897349046277,0,0,0,1.004465408805028,0,0
queue_mismatch,3002,nominal_queue,False,87.13897349046277,0,0,0,1.004465408805028,0,0
queue_mismatch,3002,interval_no_queue,False,87.13897349046277,0,0,0,1.004465408805028,0,0
queue_mismatch,3002,interval_queue,False,87.13897349046277,0,0,0,1.004465408805028,0,0
queue_mismatch,3003,fixed_cap,False,84.55371664735581,0,77,397,0.402767295597484,0,0
queue_mismatch,3003,threshold,False,94.94108725466965,0,48,396,0.47603773584905695,0,0
queue_mismatch,3003,nominal_queue,False,113.04373574714383,309,0,0,1.004465408805028,599,0
queue_mismatch,3003,interval_no_queue,False,99.25131633326399,0,57,821,0.13075471698113209,30,0
queue_mismatch,3003,interval_queue,False,98.11540945299126,0,45,396,0.5485534591194979,149,0
queue_mismatch,3004,fixed_cap,False,76.92367700602804,0,66,397,0.402767295597484,0,0
queue_mismatch,3004,threshold,False,87.78865717682022,0,0,0,1.004465408805028,0,0
queue_mismatch,3004,nominal_queue,False,87.78865717682022,0,0,0,1.004465408805028,0,0
queue_mismatch,3004,interval_no_queue,False,87.78865717682022,0,0,0,1.004465408805028,0,0
queue_mismatch,3004,interval_queue,False,87.78865717682022,0,0,0,1.004465408805028,0,0
queue_mismatch,3005,fixed_cap,False,81.54470805122284,0,103,397,0.402767295597484,0,0
queue_mismatch,3005,threshold,False,96.51574680194928,0,78,396,0.4091194968553463,42,0
queue_mismatch,3005,nominal_queue,False,135.4103960972201,691,0,0,1.004465408805028,811,0
queue_mismatch,3005,interval_no_queue,False,102.63189129103434,0,112,832,0.11691823899371069,37,0
queue_mismatch,3005,interval_queue,False,102.23147398750041,0,45,0,0.8540251572327033,506,0
queue_mismatch,3006,fixed_cap,False,77.61183616840341,0,100,398,0.402767295597484,0,0
queue_mismatch,3006,threshold,False,95.76724317650395,0,73,396,0.42628930817610117,18,0
queue_mismatch,3006,nominal_queue,False,127.60358464984984,578,0,0,1.004465408805028,753,0
queue_mismatch,3006,interval_no_queue,False,101.42497767322209,0,90,820,0.13169811320754718,36,0
queue_mismatch,3006,interval_queue,False,101.86968495783562,0,0,0,0.8799999999999989,452,0
queue_mismatch,3007,fixed_cap,False,67.85634810824018,0,77,395,0.402767295597484,0,0
queue_mismatch,3007,threshold,False,94.35916369195671,0,41,393,0.5238364779874217,0,0
queue_mismatch,3007,nominal_queue,False,107.98955232204285,115,0,0,1.004465408805028,432,0
queue_mismatch,3007,interval_no_queue,False,97.71167808411344,0,0,542,0.4288050314465417,28,0
queue_mismatch,3007,interval_queue,False,97.11356800721217,0,40,393,0.5703144654088059,79,0
queue_mismatch,3008,fixed_cap,False,69.95296547985578,0,49,395,0.402767295597484,0,0
queue_mismatch,3008,threshold,False,70.90172552444977,0,0,0,1.004465408805028,0,0
queue_mismatch,3008,nominal_queue,False,70.90172552444977,0,0,0,1.004465408805028,0,0
queue_mismatch,3008,interval_no_queue,False,70.90172552444977,0,0,0,1.004465408805028,0,0
queue_mismatch,3008,interval_queue,False,70.90172552444977,0,0,0,1.004465408805028,0,0
queue_mismatch,3009,fixed_cap,False,79.63696192985098,0,67,398,0.402767295597484,0,0
queue_mismatch,3009,threshold,False,91.0495281306314,0,0,0,1.004465408805028,0,0
queue_mismatch,3009,nominal_queue,False,91.0495281306314,0,0,0,1.004465408805028,0,0
queue_mismatch,3009,interval_no_queue,False,91.0495281306314,0,0,0,1.004465408805028,0,0
queue_mismatch,3009,interval_queue,False,91.0495281306314,0,0,0,1.004465408805028,0,0
queue_mismatch,3010,fixed_cap,False,79.87600966909915,0,91,399,0.402767295597484,0,0
queue_mismatch,3010,threshold,False,94.7407961917611,0,56,396,0.4903144654088055,0,0
queue_mismatch,3010,nominal_queue,False,114.05112225419131,329,0,0,1.004465408805028,602,0
queue_mismatch,3010,interval_no_queue,False,98.96713907176552,0,57,807,0.14823899371069182,32,0
queue_mismatch,3010,interval_queue,False,97.9022388608776,0,54,396,0.549056603773586,146,0
queue_mismatch,3011,fixed_cap,False,67.96675223413348,0,62,398,0.402767295597484,0,0
queue_mismatch,3011,threshold,False,89.50551985521467,0,0,0,1.004465408805028,0,0
queue_mismatch,3011,nominal_queue,False,89.50551985521467,0,0,0,1.004465408805028,0,0
queue_mismatch,3011,interval_no_queue,False,89.50551985521467,0,0,0,1.004465408805028,0,0
queue_mismatch,3011,interval_queue,False,89.50551985521467,0,0,0,1.004465408805028,0,0
queue_mismatch,3012,fixed_cap,False,79.18196536941575,0,63,398,0.402767295597484,0,0
queue_mismatch,3012,threshold,False,93.47556806108952,0,3,0,0.9654716981132042,0,0
queue_mismatch,3012,nominal_queue,False,95.4529156501673,0,0,0,1.004465408805028,38,0
queue_mismatch,3012,interval_no_queue,False,95.4529156501673,0,0,0,1.004465408805028,38,0
queue_mismatch,3012,interval_queue,False,95.4529156501673,0,0,0,1.004465408805028,38,0
queue_mismatch,3013,fixed_cap,False,80.07696065752008,0,101,398,0.402767295597484,0,0
queue_mismatch,3013,threshold,False,96.10739775598226,0,78,398,0.41798742138364825,28,0
queue_mismatch,3013,nominal_queue,False,130.0541280910508,622,0,0,1.004465408805028,778,0
queue_mismatch,3013,interval_no_queue,False,102.19985175697747,0,99,830,0.11943396226415094,36,0
queue_mismatch,3013,interval_queue,False,102.9863017205203,0,0,0,0.8708176100628926,476,0
queue_mismatch,3014,fixed_cap,False,77.40074297014304,0,53,397,0.402767295597484,0,0
queue_mismatch,3014,threshold,False,81.28253447339932,0,0,0,1.004465408805028,0,0
queue_mismatch,3014,nominal_queue,False,81.28253447339932,0,0,0,1.004465408805028,0,0
queue_mismatch,3014,interval_no_queue,False,81.28253447339932,0,0,0,1.004465408805028,0,0
queue_mismatch,3014,interval_queue,False,81.28253447339932,0,0,0,1.004465408805028,0,0
queue_mismatch,3015,fixed_cap,False,78.25207400463898,0,104,398,0.402767295597484,0,0
queue_mismatch,3015,threshold,False,95.8535961320144,0,79,398,0.4437735849056609,18,0
queue_mismatch,3015,nominal_queue,False,129.73305861043931,564,0,0,1.004465408805028,726,0
queue_mismatch,3015,interval_no_queue,False,101.63098907180904,0,89,801,0.1558490566037736,36,0
